employee_id,department,team,job_role,hire_date,exit_date,attrition_flag,performance_rating,last_promotion_date,compensation,engagement_score,overtime_hours_per_month,manager_id,is_top_performer,tenure_years,high_overtime
10683,Support,Tier 1,Senior Support Specialist,2020-05-15,,False,4.6,,54746.0,2.7,3.2,9000,True,6.12,False
10735,Finance,FP&A,Finance Associate,2022-02-12,2024-10-09,True,3.4,,88036.0,2.2,3.6,9014,False,2.66,False
10326,Engineering,Platform,Engineering Associate,2018-04-14,,False,1.3,,94825.0,2.7,25.7,9032,False,8.21,True
10731,Finance,FP&A,Senior Finance Specialist,2019-01-11,,False,3.7,,71998.0,4.5,0.4,9014,False,7.47,False
11033,Marketing,Brand,Marketing Associate,2021-05-07,,False,2.7,,65336.0,4.1,1.8,9026,False,5.15,False
10246,Engineering,Data Eng,Senior Engineering Specialist,2018-11-10,2026-06-14,True,4.2,,103158.0,3.5,4.1,9008,True,7.59,False
10117,Sales,Enterprise,Sales Associate,2021-11-15,,False,2.4,,49481.0,2.5,1.2,9018,False,4.62,False
10379,Engineering,Product Eng,Engineering Associate,2021-09-18,,False,3.4,,105139.0,3.6,21.3,9019,False,4.78,True
10237,Sales,Enterprise,Sales Associate,2018-05-21,2020-11-11,True,2.3,2021-02-01,50225.0,3.2,0.2,9018,False,2.48,False
10413,Engineering,Platform,Senior Engineering Specialist,2020-10-02,,False,4.7,2024-04-04,107306.0,2.5,5.0,9032,True,5.74,False
10495,Support,Tier 2,Senior Support Specialist,2020-08-17,,False,4.2,2026-01-04,56034.0,3.4,0.5,9038,True,5.87,False
10997,Marketing,Brand,Marketing Associate,2024-12-23,,False,2.0,,71059.0,3.4,6.3,9026,False,1.52,False
11158,Marketing,Brand,Senior Marketing Specialist,2022-01-21,,False,5.0,,76393.0,5.0,7.4,9026,True,4.44,False
10705,Support,Tier 2,Support Associate,2018-09-19,,False,2.1,,47435.0,4.6,3.0,9038,False,7.78,False
11040,Marketing,Brand,Marketing Associate,2018-04-22,,False,1.0,,66855.0,2.7,6.7,9026,False,8.19,False
10296,Engineering,Data Eng,Senior Engineering Specialist,2020-12-30,,False,4.7,,105652.0,3.5,6.0,9008,True,5.5,False
10144,Sales,Enterprise,Sales Associate,2018-05-19,,False,3.1,,52868.0,2.2,3.9,9018,False,8.11,False
10161,Sales,SMB,Sales Associate,2020-09-27,,False,3.0,,61040.0,1.0,1.8,9037,False,5.75,False
10704,Support,Tier 2,Support Associate,2018-03-12,,False,3.1,,54715.0,2.5,3.5,9038,False,8.3,False
11176,Marketing,Growth,Marketing Associate,2018-05-09,,False,3.4,,73157.0,3.7,2.0,9021,False,8.14,False
10402,Engineering,Product Eng,Engineering Associate,2024-08-28,,False,3.6,,107656.0,3.5,1.0,9019,False,1.84,False
10669,Support,Tier 1,Senior Support Specialist,2021-05-02,,False,3.7,,48371.0,3.1,2.6,9000,False,5.16,False
10351,Engineering,Product Eng,Engineering Associate,2021-02-15,2023-06-20,True,3.6,,105763.0,4.2,3.8,9019,False,2.34,False
11096,Marketing,Brand,Marketing Associate,2019-11-12,,False,3.5,2024-05-31,72169.0,3.7,0.1,9026,False,6.63,False
10612,Support,Tier 2,Support Associate,2020-11-23,,False,3.2,,54233.0,2.4,2.8,9038,False,5.6,False
10155,Sales,Enterprise,Sales Associate,2023-05-03,,False,2.0,,53464.0,4.4,4.9,9018,False,3.16,False
10344,Engineering,Data Eng,Engineering Associate,2024-11-21,,False,3.0,,105040.0,5.0,21.9,9008,False,1.6,True
10781,Finance,Accounting,Finance Associate,2022-04-28,,False,3.5,2025-08-19,79272.0,4.4,0.3,9003,False,4.17,False
10998,Marketing,Brand,Senior Marketing Specialist,2021-07-20,,False,4.0,,66653.0,1.4,0.6,9026,True,4.94,False
10872,Finance,FP&A,Finance Associate,2024-05-01,,False,2.0,2026-06-24,69759.0,4.6,0.4,9014,False,2.16,False
10301,Engineering,Product Eng,Engineering Associate,2024-10-26,,False,3.7,2025-06-16,99998.0,2.8,5.3,9019,False,1.68,False
10894,Finance,Accounting,Finance Associate,2025-03-14,,False,1.9,2026-06-05,58338.0,3.0,3.2,9003,False,1.3,False
10940,Finance,FP&A,Senior Finance Specialist,2022-12-12,,False,4.5,,79413.0,1.9,0.4,9014,True,3.55,False
10226,Sales,Enterprise,Sales Associate,2018-08-09,,False,2.7,,51285.0,3.9,1.2,9018,False,7.89,False
10173,Sales,SMB,Senior Sales Specialist,2018-09-18,,False,3.9,,49658.0,3.1,1.4,9037,False,7.78,False
10408,Engineering,Data Eng,Senior Engineering Specialist,2020-09-12,,False,4.3,,107846.0,1.6,5.7,9008,True,5.8,False
10482,Support,Tier 2,Support Associate,2022-09-19,,False,2.6,2023-07-15,56619.0,4.5,7.4,9038,False,3.78,False
10352,Engineering,Product Eng,Engineering Associate,2021-05-26,,False,2.5,,102190.0,2.7,0.3,9019,False,5.1,False
10955,Finance,Accounting,Finance Associate,2019-07-29,,False,2.6,2021-02-03,75576.0,4.1,2.2,9003,False,6.92,False
10502,Support,Tier 2,Support Associate,2025-03-25,,False,2.7,2025-11-14,48645.0,3.5,2.0,9038,False,1.26,False
10064,Sales,Mid-Market,Sales Associate,2019-02-24,,False,3.2,,54934.0,3.4,0.8,9009,False,7.35,False
10961,Marketing,Brand,Marketing Associate,2018-05-08,,False,3.3,,80338.0,3.1,5.7,9026,False,8.15,False
10293,Engineering,Data Eng,Engineering Associate,2019-10-20,,False,2.5,2024-11-08,94231.0,2.6,1.9,9008,False,6.69,False
10089,Sales,Enterprise,Senior Sales Specialist,2020-12-08,,False,4.3,2023-09-03,64574.0,3.0,1.7,9018,True,5.56,False
10658,Support,Tier 2,Support Associate,2020-08-07,,False,2.7,2021-06-10,48988.0,3.2,7.5,9038,False,5.89,False
10339,Engineering,Data Eng,Engineering Associate,2024-05-22,2026-01-25,True,1.4,,98450.0,4.8,0.6,9008,False,1.68,False
10916,Finance,FP&A,Finance Associate,2020-09-07,,False,3.1,,76815.0,4.4,2.8,9014,False,5.81,False
10416,Engineering,Data Eng,Engineering Associate,2021-07-19,,False,2.8,,107967.0,3.2,2.3,9008,False,4.95,False
10842,Finance,FP&A,Finance Associate,2025-04-16,,False,1.7,,77935.0,4.1,0.8,9014,False,1.2,False
10833,Finance,FP&A,Senior Finance Specialist,2019-07-21,,False,4.0,,94536.0,5.0,1.3,9014,True,6.94,False
10215,Sales,Mid-Market,Sales Associate,2019-01-22,2025-06-25,True,3.5,,58351.0,2.0,1.8,9009,False,6.42,False
10899,Finance,FP&A,Finance Associate,2022-11-24,,False,2.1,,68735.0,3.9,1.4,9014,False,3.6,False
10668,Support,Tier 2,Senior Support Specialist,2024-08-19,,False,4.6,,50641.0,3.0,4.6,9038,True,1.86,False
10404,Engineering,Platform,Engineering Associate,2023-11-01,,False,3.1,,114194.0,3.5,0.7,9032,False,2.66,False
10983,Marketing,Brand,Marketing Associate,2025-01-27,,False,3.0,2026-09-01,63153.0,2.8,3.4,9026,False,1.42,False
11119,Marketing,Brand,Marketing Associate,2019-03-18,,False,3.0,,65189.0,4.6,0.0,9026,False,7.29,False
10513,Support,Tier 2,Senior Support Specialist,2020-11-28,,False,3.9,2024-03-05,51217.0,4.2,2.7,9038,False,5.59,False
